,Text,Type,Category,Description,Snomed_code,Meddra_code,pt_name,hlt_name,hlgt_name,soc_name,soc_abbrev
1606,nothing was herniating,TEST_VALUE,TEST_TREATMENT_PROCEDURE,Procedure related finding (finding),127325009,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1607,MRI,TEST_NAME,TEST_TREATMENT_PROCEDURE,Magnetic resonance imaging (procedure),113091000,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1608,MRI,TEST_NAME,TEST_TREATMENT_PROCEDURE,Magnetic resonance imaging of breast (procedure),241615005,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1609,MRI,TEST_NAME,TEST_TREATMENT_PROCEDURE,Magnetic resonance imaging of bone (procedure),425559005,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1610,MRI,TEST_NAME,TEST_TREATMENT_PROCEDURE,Magnetic resonance imaging guidance (procedure),258177008,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1611,MRI,TEST_NAME,TEST_TREATMENT_PROCEDURE,Magnetic resonance imaging of left breast (procedure),2151000087102,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1612,several,QUALITY,MEDICAL_CONDITION,Several (qualifier value),261028005,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1613,several,QUALITY,MEDICAL_CONDITION,Multiple (qualifier value),255204007,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1614,several,QUALITY,MEDICAL_CONDITION,Numerous (qualifier value),260396001,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1615,several,QUALITY,MEDICAL_CONDITION,Some (qualifier value),27768009,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1616,several,QUALITY,MEDICAL_CONDITION,Multiple tumors (qualifier value),369755005,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1617,spots,DX_NAME,MEDICAL_CONDITION,Biers spots (disorder),238811006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1618,spots,DX_NAME,MEDICAL_CONDITION,Tissue spot (specimen),431196006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1619,spots,DX_NAME,MEDICAL_CONDITION,Microscopic specimen observation (finding),395538009,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1620,spots,DX_NAME,MEDICAL_CONDITION,Finding site (attribute),363698007,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1621,spots,DX_NAME,MEDICAL_CONDITION,Imaging finding (finding),365853002,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1622,discectomy,PROCEDURE_NAME,TEST_TREATMENT_PROCEDURE,Laser discectomy (procedure),178669008,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1623,discectomy,PROCEDURE_NAME,TEST_TREATMENT_PROCEDURE,History of cervical discectomy (situation),11008281000119107,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1624,discectomy,PROCEDURE_NAME,TEST_TREATMENT_PROCEDURE,History of lumbar discectomy (situation),10997251000119103,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1625,discectomy,PROCEDURE_NAME,TEST_TREATMENT_PROCEDURE,Excision of thoracic intervertebral disc (procedure),302481001,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1626,discectomy,PROCEDURE_NAME,TEST_TREATMENT_PROCEDURE,History of excision of thoracic intervertebral disc (situation),10998411000119102,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1627,herniating,DX_NAME,MEDICAL_CONDITION,Herniated structure (morphologic abnormality),414403008,10019909.0,Hernia,Hernias NEC,General system disorders NEC,General disorders and administration site conditions,Genrl
1628,herniating,DX_NAME,MEDICAL_CONDITION,Cerebral herniation (disorder),49453006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1629,herniating,DX_NAME,MEDICAL_CONDITION,Incomplete hernia (morphologic abnormality),125261000,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1630,herniating,DX_NAME,MEDICAL_CONDITION,Hernia of abdominal cavity (disorder),52515009,10060954.0,Abdominal hernia,Abdominal hernias NEC,Abdominal hernias and other abdominal wall conditions,Gastrointestinal disorders,Gastr
1631,herniating,DX_NAME,MEDICAL_CONDITION,Complete hernia (morphologic abnormality),125260004,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1632,S2,SYSTEM_ORGAN_SITE,ANATOMY,Structure of S2 spinal nerve proper (body structure),788687006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1633,S2,SYSTEM_ORGAN_SITE,ANATOMY,Structure of spinal nerve root S2 (body structure),180995000,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1634,S2,SYSTEM_ORGAN_SITE,ANATOMY,"Second heart sound, S>2<, function (observable entity)",28827006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1635,S2,SYSTEM_ORGAN_SITE,ANATOMY,Entire spinal nerve root S2 (body structure),727548006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1636,S2,SYSTEM_ORGAN_SITE,ANATOMY,Entire S2 spinal nerve proper (body structure),1157220006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1637,bulge,DX_NAME,MEDICAL_CONDITION,Bulging (morphologic abnormality),413269001,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1638,bulge,DX_NAME,MEDICAL_CONDITION,Bulge sign (finding),28690004,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1639,bulge,DX_NAME,MEDICAL_CONDITION,Bulge of vagina (finding),289514003,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1640,bulge,DX_NAME,MEDICAL_CONDITION,Stoma bulge (finding),407545006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1641,bulge,DX_NAME,MEDICAL_CONDITION,Bulge test (procedure),698269000,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1642,S2,SYSTEM_ORGAN_SITE,ANATOMY,Structure of S2 spinal nerve proper (body structure),788687006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1643,S2,SYSTEM_ORGAN_SITE,ANATOMY,Structure of spinal nerve root S2 (body structure),180995000,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1644,S2,SYSTEM_ORGAN_SITE,ANATOMY,"Second heart sound, S>2<, function (observable entity)",28827006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1645,S2,SYSTEM_ORGAN_SITE,ANATOMY,Entire spinal nerve root S2 (body structure),727548006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1646,S2,SYSTEM_ORGAN_SITE,ANATOMY,Entire S2 spinal nerve proper (body structure),1157220006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1647,arthritis,DX_NAME,MEDICAL_CONDITION,Arthritis (disorder),3723001,10003246.0,Arthritis,Arthropathies NEC,Joint disorders,Musculoskeletal and connective tissue disorders,Musc
1648,arthritis,DX_NAME,MEDICAL_CONDITION,Arthritis of spine (disorder),371082009,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1649,arthritis,DX_NAME,MEDICAL_CONDITION,Arthritis of elbow (disorder),439656005,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1650,arthritis,DX_NAME,MEDICAL_CONDITION,Small joint arthritis (disorder),250128004,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1651,arthritis,DX_NAME,MEDICAL_CONDITION,Fungal arthritis (disorder),372247004,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1652,spinal nerve,SYSTEM_ORGAN_SITE,ANATOMY,Spinal nerve structure (body structure),3169005,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1653,spinal nerve,SYSTEM_ORGAN_SITE,ANATOMY,Spinal nerve root structure (body structure),69733000,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1654,spinal nerve,SYSTEM_ORGAN_SITE,ANATOMY,Structure of spinal nerve root S2 (body structure),180995000,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1655,spinal nerve,SYSTEM_ORGAN_SITE,ANATOMY,Structure of cervical spinal nerve (body structure),62378004,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1656,spinal nerve,SYSTEM_ORGAN_SITE,ANATOMY,Structure of spinal sensory nerve (body structure),32421000,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1657,S2,SYSTEM_ORGAN_SITE,ANATOMY,Structure of S2 spinal nerve proper (body structure),788687006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1658,S2,SYSTEM_ORGAN_SITE,ANATOMY,Structure of spinal nerve root S2 (body structure),180995000,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1659,S2,SYSTEM_ORGAN_SITE,ANATOMY,"Second heart sound, S>2<, function (observable entity)",28827006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1660,S2,SYSTEM_ORGAN_SITE,ANATOMY,Entire spinal nerve root S2 (body structure),727548006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1661,S2,SYSTEM_ORGAN_SITE,ANATOMY,Entire S2 spinal nerve proper (body structure),1157220006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1662,S3,SYSTEM_ORGAN_SITE,ANATOMY,"Third heart sound, S>3<, function (observable entity)",1285004,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1663,S3,SYSTEM_ORGAN_SITE,ANATOMY,"Third heart sound, S>3<, inaudible (finding)",50522009,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
1664,S3,SYSTEM_ORGAN_SITE,ANATOMY,Third heart sound (finding),277455002,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
